title,time,artist,album,genre,plays
Gravity (Live),5:31,Jamie Woon,iTunes Festival: London 2007 - EP,Pop,5
Night Air,5:22,Jamie Woon,Mirrorwriting,Alternative,5
Middle,4:37,Jamie Woon,Mirrorwriting,Alternative,5
Secondbreath,0:47,Jamie Woon,Mirrorwriting,Alternative,5
Scars,3:19,JC Stewart,Scars - Single,Singer/Songwriter,5
take me on,3:31,joan,portra - EP,Pop,5
No Country (feat. Propaganda),4:58,John Mark McMillan,The Lightning Sessions,Alternative Folk,5
Last Train Home,3:07,John Mayer,Sob Rock,Pop,5
15:00 Guiding Light,2:25,Jonathan Ogden,Twenty Four,Christian,5
16:00 Need You,2:14,Jonathan Ogden,Twenty Four,Christian,5
17:00 Under the Sun,2:14,Jonathan Ogden,Twenty Four,Christian,5
19:00 Listen,1:40,Jonathan Ogden,Twenty Four,Christian,5
20:00 Night to Night,2:18,Jonathan Ogden,Twenty Four,Christian,5
21:00 The City Shines,2:23,Jonathan Ogden,Twenty Four,Christian,5
Reverie,3:19,Jordan Critz,Aegis - EP,Worldwide,5
Atlas,2:49,Jordan Critz,Parcel & Sky - EP,Instrumental,5
Infinite Sonata,2:28,Jordan Critz,When We Get Home - EP,Worldwide,5
Hookup Culture,3:14,Jordan Suaste,Hookup Culture - Single,Pop,5
What a Friend,4:06,Josh Garrels,Chrysaline,Singer/Songwriter,5
Shed a Tear,3:55,Kodaline,Politics of Living,Alternative,5
Boulevards,3:14,Landon Conrath,Nothing Matters Anyway,Indie Pop,5
another song,3:10,Lewis Watson,the love that you want,Pop,5
summer jamz 18,12:43,Lewis Watson,summer jamz 18 - EP,Pop,5
Ballad of Benjamin,3:59,Louis Dunford,The Morland EP,Alternative,5
Every Colour,3:57,Luca Fogale,Every Colour - Single,Singer/Songwriter,5
Talata,3:08,Mahmood,Ghettolimpo,Pop,5
Eyes Wide,3:45,Meadowlark,Postcards,Alternative,5
Maneggiami con cura,3:43,Michele Bravi,La Geografia Del Buio,Pop,5
Great Balls of Fire (Live),1:55,Miles Teller,Top Gun: Maverick (Music from the Motion Picture),Soundtrack,5
The Forest: I. -,7:00,"Miloš Karadaglić, National Arts Centre Orchestra & Alexander Shelley",The Moon & The Forest,Classical,5
Ink Dark Moon: Ib. Allegro molto energico,3:31,"Miloš Karadaglić, The BBC Symphony Orchestra & Ben Gernon",The Moon & The Forest,Classical,5
Ink Dark Moon: IIa. Largo flessibile,5:04,"Miloš Karadaglić, The BBC Symphony Orchestra & Ben Gernon",The Moon & The Forest,Classical,5
This Is How I Thank The Lord,3:11,Mosaic MSC,This Is How I Thank The Lord - Single,Christian,5
Know,3:59,NF,Perception,Hip-Hop/Rap,5
22 Make,3:32,Oh Wonder,22 Make,Pop,5
Better Days,3:46,Old Sea Brigade,Old Sea Brigade - EP,Singer/Songwriter,5
Ocean,3:35,Parisian,Lion and the Beggar - EP,Pop,5
Strangers in Love,3:20,Parisian,Lion and the Beggar - EP,Pop,5
Not Thinkin' Bout You,3:08,Ruel,Ready,Pop,5
NEED YOU STILL,4:18,RVRB,NEED YOU STILL - Single,Electronic,5
There’s No Insurance For a Broken Heart,3:24,Ryan Woods,King of the Basement,Alternative,5
Sorry / Happysad,6:01,Ryan Woods,King of the Basement,Alternative,5
Eriskay Love Lilt,3:10,"The Sixteen, Harry Christophers, Julie Cooper, Jeremy Budd & Christopher Glynn","Good night, beloved",Classical,5
"September 15, 2017: Cassini - The Grand Finale",3:31,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,5
"July 27, 2018: Total Lunar Eclipse",1:43,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,5
"April 10, 2019: Powehi - Image of a Black Hole",2:59,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,5
Everywhere I Go,4:45,Sleeping At Last,Everywhere I Go - Single,Singer/Songwriter,5
Wonderful Life,3:19,Two Door Cinema Club,Keep On Smiling,Alternative,5
Too Close,2:59,Victoria IX,Emotional Distancing,Pop,5
Round and Round,3:23,Will Reagan,Vacancy,Alternative,5
Not in a Hurry,4:51,Will Reagan & United Pursuit,Tell All My Friends,Christian,5
Una Volta Nella Vita,3:28,Wilma Goich,I Grandi Successi Originali: Wilma Goich,Pop,5
Dancing in the Rain,4:10,Young the Giant,American Bollywood,Alternative,5
JUST STAY FOR ONCE,2:28,Zachary Knowles,JUST STAY FOR ONCE - Single,Pop,5
dancing in the kitchen,2:57,Zachary Knowles,tendency to be a loner,Pop,5
Senza una Donna (Without A Woman) [feat. Paul Young] [Remastered 2007],4:28,Zucchero,All the Best - Zu & Co (Night of the Proms 2014),Pop,5
Looking For Somebody (To Love),2:59,The 1975,Being Funny In a Foreign Language,Alternative,5
Wintering,2:45,The 1975,Being Funny In a Foreign Language,Alternative,5
Stuck,4:06,The Aces,When My Heart Felt Volcanic,Alternative,4
Lovin is Bible,3:20,The Aces,When My Heart Felt Volcanic,Alternative,4
Bad Love,3:06,The Aces,When My Heart Felt Volcanic,Alternative,4
Best Feeling,3:02,Alfie Templeman,Mellow Moon,Pop,4
Take Some Time Away,3:45,Alfie Templeman,Mellow Moon,Pop,4
Stay,2:33,Alt Bloom,Stay - Single,Alternative,4
"Circlesong: Part II, Childhood. Give Me Strength",3:19,"Andreea Mut, Jessica Myers, Houston Chamber Choir, Treble Choir Of Houston & Robert Simpson",Bob Chilcott: Circlesong,Classical,4
Me Without You,3:10,Ashe,Ashlyn,Alternative,4
Silently,4:10,Axel Flóvent,Quiet Eyes - EP,Pop,4
Know Me,3:47,The Band CAMINO,Know Me - Single,Alternative,4
4Am,4:08,Bastille,Doom Days (This Got Out of Hand Edition),Alternative,4
Boy In A Bubble,4:12,Ben Abraham,Friendly Fire,Alternative,4
Old Pine,5:29,Ben Howard,Every Kingdom (Deluxe Video Edition),Singer/Songwriter,4
She Treats Me Well,5:18,Ben Howard,I Forget Where We Were,Singer/Songwriter,4
King of My Heart,5:30,Bethel Music & Amanda Lindsey Cook,Peace,Christian,4
By the Grace of God,5:18,Bethel Music & Brian Johnson,Peace,Christian,4
No Longer Slaves,6:09,"Bethel Music, Jonathan David Helser & Melissa Helser",Peace,Christian,4
Time Can Prove You Wrong,4:20,Blanco White,Time Can Prove You Wrong - Single,Singer/Songwriter,4
Clouds,3:10,BØRNS,Dopamine,Alternative,4
Overnight Sensation,3:18,BØRNS,Dopamine,Alternative,4
Not Finished Yet,3:53,Chris Renzema,Let the Ground Rest,CCM,4
Unable (feat. Molly Bush),3:29,Corey Kilgannon,I'll Be Here When the Moon Is Tired - EP,Pop,4
Tomorrow (4AD Session),5:07,Daughter,4AD Session - EP,Alternative,4
Fallen So Young,3:52,Declan J Donovan,Fallen So Young - Single,Singer/Songwriter,4
Nel blu dipinto di blu 'volare',3:36,Domenico Modugno,Italian Vintage Collection (The Best of Italian Songs),Pop,4
Runaway,4:45,Duane Rivers,Wise Man Fools Heart - EP,Singer/Songwriter,4
Pictures,4:24,Ed Prosek,The Riverbed - EP,Singer/Songwriter,4
Tides,3:16,Ed Sheeran,=,Pop,4
Circles,4:35,EDEN,i think you think too much of me,Alternative,4
Break Free,3:37,Eurielle,Goodbye Butterfly,New Age,4
Feels Like Yesterday,4:36,Eurielle,Goodbye Butterfly,New Age,4
Another World,3:42,Eurielle,Goodbye Butterfly,New Age,4
As the Skies Cascade,4:40,Eurielle,Goodbye Butterfly,New Age,4
Petit Papillon (Alternative Version),3:21,Eurielle,Goodbye Butterfly,New Age,4
Tutto qua,3:19,Fabio Concato,Tutto qua,Pop,4
Carlo che sorride,4:14,Fabio Concato,Tutto qua,Pop,4
I Was Born,2:56,The Family Crest,The War: Act I,Pop,4
Feel Something,2:31,Fiji Blue,"I Loved You, What Happened? (Deluxe)",Pop,4
I Think It Went Like,2:49,Fiji Blue,"I Loved You, What Happened? (Deluxe)",Pop,4
La casa in riva al mare,4:13,Fiorella Mannoia,A te (Special Edition),Pop,4
hold on,3:25,Flor,come out. you're hiding (deluxe),Alternative,4
Kathleen,3:51,Foxes,Friends In the Corner EP,Pop,4
Alma,2:41,GAIA,Alma,Pop,4
Fita do Bonfim,2:51,GAIA,Alma,Pop,4
Occhi&Jeans,3:06,GAIA,Alma,Pop,4
Sem Tu,3:44,GAIA,Alma,Pop,4
Marina,2:50,GAIA & Gemitaiz,Alma,Pop,4
Louca,2:43,GAIA & J. Lord,Alma,Pop,4
Paranauè,3:04,GAIA & Tedua,Alma,Pop,4
Chemical Romance.,3:48,Gallant,Neptune,R&B/Soul,4
Wide Awake,3:22,The Gray Havens,Blue Flower,Alternative,4
Have You Heard,3:50,The Gray Havens,Blue Flower,Alternative,4
Anyone,3:59,The Gray Havens,Blue Flower,Alternative,4
ice cold. (with Kimbra),2:58,half•alive,"Now, Not Yet",Alternative,4
BREAKFAST,3:31,half•alive,"Now, Not Yet",Alternative,4
monsoon,3:43,Hippo Campus,landmark,Alternative,4
Doctor Please,5:00,Jack Garratt,"Love, Death & Dancing",Alternative,4
Only the Bravest,6:59,Jack Garratt,"Love, Death & Dancing",Alternative,4
Remnants,5:58,Jack Garratt,Phase (Deluxe),Alternative,4
Lonesome Valley,5:43,Jack Garratt,Phase (Deluxe),Alternative,4
Always Hate Me,3:37,James Blunt,Moon Landing,Pop,4
Blue On Blue,3:53,James Blunt,Moon Landing,Pop,4
Spirits (Live),5:54,Jamie Woon,iTunes Festival: London 2007 - EP,Pop,4
Spirits,3:46,Jamie Woon,Mirrorwriting,Alternative,4
Echoes,2:16,Jamie Woon,Mirrorwriting,Alternative,4
Spiral,5:25,Jamie Woon,Mirrorwriting,Alternative,4
Underwater Blues,3:13,Jeremy Loops,Critical as Water,Alternative,4
I Don't Trust Myself (With Loving You),4:52,John Mayer,Continuum,Singer/Songwriter,4
Gravity,4:06,John Mayer,Continuum,Pop,4
Wild Blue,4:12,John Mayer,Sob Rock,Pop,4
Thread,2:42,Jome,Tunnels,Alternative,4
00:00 Midnight,2:31,Jonathan Ogden,Twenty Four,Christian,4
Morning Light,4:33,Josh Garrels,Home,Alternative Folk,4
duvet interlude,2:09,Kamal.,war outside,Pop,4
homebody,3:09,Kamal.,war outside,Pop,4
little pieces,3:45,Kamal.,war outside,Pop,4
curfew,3:07,Kamal.,war outside,Pop,4
August,2:27,Kathleen,Kathleen II - EP,Alternative,4
The Evening,4:20,Kodaline,One Day At A Time (Deluxe Edition),Pop,4
This Girl,4:34,Lauren Daigle,Look Up Child,Christian,4
Grandiose,4:14,Leland Blue,Leland Blue - EP,Indie Rock,4
loving arms,3:57,Lewis Watson,the love that you want,Pop,4
Holding The Fire,3:27,MarthaGunn,Something Good Will Happen,Alternative,4
La promessa dell’alba,3:18,Michele Bravi,La Geografia Del Buio,Pop,4
Un secondo prima (feat. Federica Abbate),3:38,Michele Bravi,La Geografia Del Buio,Pop,4
Storia del mio corpo,3:40,Michele Bravi,La Geografia Del Buio,Pop,4
Tutte le poesie sono d’amore,3:28,Michele Bravi,La Geografia Del Buio,Pop,4
The Forest: II. -,7:46,"Miloš Karadaglić, National Arts Centre Orchestra & Alexander Shelley",The Moon & The Forest,Classical,4
Ink Dark Moon: Ia. Andante espansivo,2:20,"Miloš Karadaglić, The BBC Symphony Orchestra & Ben Gernon",The Moon & The Forest,Classical,4
Ink Dark Moon: IIb. Adagio contemplativo,2:24,"Miloš Karadaglić, The BBC Symphony Orchestra & Ben Gernon",The Moon & The Forest,Classical,4
3 A.M.,3:38,NF,Perception,Hip-Hop/Rap,4
My Stress,4:13,NF,The Search,Hip-Hop/Rap,4
Returns,3:52,NF,The Search,Hip-Hop/Rap,4
Hate Myself,4:20,NF,The Search,Hip-Hop/Rap,4
Like This,3:28,NF,The Search,Hip-Hop/Rap,4
Options,3:26,NF,The Search,Hip-Hop/Rap,4
Thinking,3:12,NF,The Search,Hip-Hop/Rap,4
Fuck It I Love You,3:24,Oh Wonder,22 Make,Pop,4
Truth,4:02,Parisian,Lion and the Beggar - EP,Pop,4
Staring at the Sun (feat. SZA),2:48,Post Malone,Hollywood's Bleeding,Hip-Hop/Rap,4
COLD FEET,3:07,Raissa,HEROGIRL - EP,Pop,4
In Your Embrace,3:38,Reuben Gray,In Your Embrace - Single,Pop,4
Sanctuary,4:40,River Valley Worship,Sanctuary - Single,Christian,4
Bury / / This,3:58,RVRB,Faded - EP,Electronic,4
Thought I Was Dead,2:21,Sally Boy,Lies I Tell Myself,Pop,4
Ichichila,6:31,The Silk Road Ensemble,Sing Me Home,Classical Crossover,4
"December 13, 2017: Geminid Meteor Shower",3:33,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,4
"January 31, 2018: Super Blue Blood Moon",2:22,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,4
Boy Was I Wrong,2:43,Talos,Far Out Dust,Alternative,4
Heathens / Trees (Livestream Version),4:20,twenty one pilots,Heathens / Trees (Livestream Version) - Single,Alternative,4
Good Day,3:24,twenty one pilots,Scaled And Icy,Alternative,4
Saturday,2:52,twenty one pilots,Scaled And Icy,Alternative,4
Call If You Need Me,2:44,Vance Joy,Nation of Two,Alternative,4
Need You More,4:51,Will Reagan & United Pursuit,Tell All My Friends,Christian,4
Speak to the Silence,4:20,Will Reagan & United Pursuit,Tell All My Friends,Christian,4
Nothing But Time,3:35,THE WLDLFE,"Repaint My Mind, 2021",Alternative,4
12 Fingers,4:17,Young the Giant,Young the Giant (Special Edition),Alternative,4
Your Side,3:51,Young the Giant,Young the Giant (Special Edition),Alternative,4
CRUSH,3:28,Zachary Knowles,JUST STAY FOR ONCE - Single,Pop,4
The 1975,4:11,The 1975,Being Funny In a Foreign Language,Alternative,4
Human Too,3:44,The 1975,Being Funny In a Foreign Language,Alternative,4
Just Like That,3:48,The Aces,When My Heart Felt Volcanic,Alternative,3
Holiday,3:50,The Aces,When My Heart Felt Volcanic,Alternative,3
Put It on the Line,3:59,The Aces,When My Heart Felt Volcanic,Alternative,3
Another Summer Night Without You,2:38,Alexander 23,13 Reasons Why (Season 3),Pop,3
Do It,3:03,Alfie Templeman,Mellow Moon,Pop,3
Ocean (Stripped Acoustic),2:37,Andreas Moe,Ocean - EP,Adult Alternative,3
Cigarettes On Patios,3:28,BabyJake,Cigarettes On Patios - Single,Pop,3
Electric Circus,3:24,Bad Suns,Apocalypse Whenever (Deluxe Edition),Alternative,3
Symphony of Lights,4:19,Bad Suns,Apocalypse Whenever (Deluxe Edition),Alternative,3
Luci Spente,3:07,BALTIMORA,Marecittà,Pop,3
Light Up,3:24,BANNERS,Where the Shadow Ends,Alternative,3
Wild Love,3:11,BANNERS,Where the Shadow Ends,Alternative,3
Too Soon,3:36,BANNERS,Where the Shadow Ends,Alternative,3
The Waves,4:01,Bastille,Doom Days (This Got Out of Hand Edition),Alternative,3
Those Nights,4:30,Bastille,Doom Days (This Got Out of Hand Edition),Alternative,3
"Glory (Live From Capitol Studios, Los Angeles)",4:43,Bastille,Roots Of ReOrchestrated - EP,Alternative,3
"Icarus (Live From Queens' College, Cambridge)",3:15,Bastille,Roots Of ReOrchestrated - EP,Alternative,3
Conversations With Ghosts,4:08,Bear's Den,So that you might hear me,Alternative,3
Evangeline,4:39,Bear's Den,So that you might hear me,Alternative,3
Still Love You,3:27,Betcha,Feels Like We’ve Been Here Before,Alternative,3
I’ll Be Everything,4:56,Bethel Music & Jenn Johnson,Peace,Christian,3
Stand in Your Love,4:29,Bethel Music & Josh Baldwin,Peace,Christian,3
The Blessing,6:52,Bethel Music & We The Kingdom,Peace,Christian,3
It's a Beautiful Life,2:40,Billy Raffoul,A Few More Hours at YYZ - EP,Alternative,3
Valkyrie,5:00,A Blaze of Feather,A Blaze of Feather,Alternative,3
Dug My Heart,3:10,BØRNS,Dopamine,Alternative,3
Past Lives,4:34,BØRNS,Dopamine,Alternative,3
Song for a Dreamer,5:35,Bright City,Hello Maker,Christian,3
Oh Earth,1:18,The Brilliance,All Is Not Lost,Singer/Songwriter,3
Night Has Passed,4:11,The Brilliance,All Is Not Lost,Singer/Songwriter,3
Higher,3:14,Budjerah,Budjerah - EP,Pop,3
Losing Touch,3:04,Chaz Cardigan,Holograma,Alternative,3
Steal Back Your Joy,3:55,Chris Renzema,Let the Ground Rest,CCM,3
I Wonder What You're up to Now,3:04,Cj Pandit,I Wonder What You're up to Now - Single,Alternative,3
Boyfriend,2:42,Cj Pandit,"If It Hurts, It's Healing - Single",Alternative,3
Seriouslaaay,3:42,Claire Rosinkranz,BeVerly Hills BoYfRiEnd - EP,Pop,3
Lately III,3:53,COIN,Dreamland,Pop,3
Endless,3:57,Cory Asbury,Reckless Love,Christian,3
Your Love Is Strong,4:37,Cory Asbury,Reckless Love,Christian,3
Shallows (4AD Session),7:33,Daughter,4AD Session - EP,Alternative,3
You Better Believe!!!,4:53,Declan McKenna,Zeros,Alternative,3
Sagittarius A*,3:57,Declan McKenna,Zeros,Alternative,3
The City,2:39,Duane Rivers,Wise Man Fools Heart - EP,Singer/Songwriter,3
Shivers,3:28,Ed Sheeran,=,Pop,3
Overpass Graffiti,3:57,Ed Sheeran,=,Pop,3
The Joker And The Queen,3:06,Ed Sheeran,=,Pop,3
Leave Your Life,3:44,Ed Sheeran,=,Pop,3
Love In Slow Motion,3:11,Ed Sheeran,=,Pop,3
and,2:13,EDEN,i think you think too much of me,Alternative,3
Hymn of the Saviour,3:47,Emu Music,Creation Awaits,Christian,3
Zero Hour,4:25,Eurielle,Goodbye Butterfly,New Age,3
Into the Deep,4:18,Eurielle,Goodbye Butterfly,New Age,3
Waiting Still,5:22,The Family Crest,The War: Act I,Pop,3
Shoulders,5:03,for KING & COUNTRY,Run Wild. Live Free. Love Strong. (Deluxe Anniversary Edition),Christian,3
Tre settimane da raccontare,3:48,Fred Bongusto,Malizia... un po'...,Pop,3
Bandiera,2:46,GAIA,Alma,Pop,3
Ginga,3:16,"GAIA, Francesca Michielin & Margherita Vicario",Alma,Pop,3
Manhattan,3:42,Gallant,Zebra,Alternative,3
Endless Summer,3:52,The Gray Havens,Blue Flower,Alternative,3
Tread the Dawn,3:35,The Gray Havens,Blue Flower,Alternative,3
Summer Meets Winter,4:12,The Gray Havens,Blue Flower,Alternative,3
"That Sea, The Gambler",4:47,Gregory Alan Isakov,Gregory Alan Isakov with the Colorado Symphony,Singer/Songwriter,3
Eden,4:55,Hania Rani,Esja,Contemporary Era,3
Fine Line,6:18,Harry Styles,Fine Line,Pop,3
Dare Me,4:00,Hotel Apache,I'll Explain Later - EP,Pop,3
You and Me,3:22,j. pastel,You and Me - Single,Alternative,3
Water (Acoustic),4:55,Jack Garratt,Phase (Deluxe),Alternative,3
Heart To Heart,3:29,James Blunt,Moon Landing,Pop,3
Robots (Live),5:10,Jamie Woon,iTunes Festival: London 2007 - EP,Pop,3
Wayfaring Stranger (Live),5:48,Jamie Woon,iTunes Festival: London 2007 - EP,Pop,3
The Anthem (feat. Jake Hamilton) [Live],6:04,Jesus Culture,Awakening - Live from Chicago,Rock,3
Slow Dancing In a Burning Room,4:02,John Mayer,Continuum,Singer/Songwriter,3
Shouldn't Matter but It Does,3:57,John Mayer,Sob Rock,Pop,3
Til the Right One Comes,3:39,John Mayer,Sob Rock,Pop,3
Carry Me Away,2:39,John Mayer,Sob Rock,Pop,3
All I Want Is to Be With You,4:04,John Mayer,Sob Rock,Pop,3
22:00 Where Could I Go,2:40,Jonathan Ogden,Twenty Four,Christian,3
23:00 Found,1:38,Jonathan Ogden,Twenty Four,Christian,3
01:00 Knowledge,1:42,Jonathan Ogden,Twenty Four,Christian,3
02:00 Rain on the Hillside,2:32,Jonathan Ogden,Twenty Four,Christian,3
03:00 Mysteries,2:59,Jonathan Ogden,Twenty Four,Christian,3
04:00 Wonders,2:08,Jonathan Ogden,Twenty Four,Christian,3
05:00 Rotations,2:31,Jonathan Ogden,Twenty Four,Christian,3
06:00 Sunrise,2:18,Jonathan Ogden,Twenty Four,Christian,3
Cometus,2:54,Jordan Critz,Parcel & Sky - EP,Instrumental,3
Praise Him (feat. Songs of Water),3:52,Josh Garrels,Chrysaline,Singer/Songwriter,3
Perfect Love,3:38,Josh Garrels,Chrysaline,Singer/Songwriter,3
The Banner (feat. Jason Barrows),4:42,Josh Garrels,Chrysaline,Singer/Songwriter,3
Follow,5:05,Josh Garrels,Chrysaline,Singer/Songwriter,3
Don't Be Afraid,4:01,Josh Garrels,Chrysaline,Singer/Songwriter,3
Benediction,4:09,Josh Garrels,Home,Alternative Folk,3
war outside,3:07,Kamal.,war outside,Pop,3
angel!,3:26,Kamal.,war outside,Pop,3
Primavera In Anticipo (It Is My Song) [Duet with James Blunt],3:30,Laura Pausini,All the Lost Souls (Deluxe),Pop,3
Rebel Heart,4:07,Lauren Daigle,Look Up Child,Christian,3
Inevitable,2:41,Lauren Daigle,Look Up Child,Christian,3
Rush (feat. Jessie Reyez),3:18,Lewis Capaldi,Rush (feat. Jessie Reyez) - Single,Alternative,3
meant for me,3:10,Lewis Watson,the love that you want,Pop,3
Un Fiore Contro Il Diluvio,2:56,Marco Mengoni,MATERIA (TERRA),Pop,3
Io vorrei… non vorrei… ma se vuoi,3:44,Michele Bravi,Io vorrei… non vorrei… ma se vuoi - Single,Pop,3
Senza fiato,3:31,Michele Bravi,La Geografia Del Buio,Pop,3
Quando un desiderio cade,3:41,Michele Bravi,La Geografia Del Buio,Pop,3
Fears,3:43,Michigander,Midland - EP,Alternative,3
Full Moon (Arr. Lewin for Guitar),3:39,Miloš Karadaglić,The Moon & The Forest,Classical,3
Ink Dark Moon: Id. Allegro energico,4:15,"Miloš Karadaglić, The BBC Symphony Orchestra & Ben Gernon",The Moon & The Forest,Classical,3
Ink Dark Moon: III. Allegro vigoroso,4:42,"Miloš Karadaglić, The BBC Symphony Orchestra & Ben Gernon",The Moon & The Forest,Classical,3
Smoke,3:47,Mosa Wild,Talking in Circles - EP,Alternative,3
Monsters in the Dark,3:15,MyKey,Faces,Singer/Songwriter,3
Outcast,5:26,NF,Perception,Hip-Hop/Rap,3
Remember This,4:00,NF,Perception,Hip-Hop/Rap,3
Nate,5:02,NF,The Search,Hip-Hop/Rap,3
No Excuses,3:22,NF,The Search,Hip-Hop/Rap,3
Why,3:08,NF,The Search,Hip-Hop/Rap,3
Only,3:45,NF & Sasha Alex Sloan,The Search,Hip-Hop/Rap,3
Another Little Lie,3:57,Nick Wilson,A Face I've Never Seen Before - EP,Singer/Songwriter,3
Slowly (Live At The Jazz Cafe),3:58,Olivia Dean,Live At The Jazz Cafe,Alternative,3
Fortress,3:27,Parisian,Lion and the Beggar - EP,Pop,3
Someone To You,3:27,The Piano Guys,10,Classical Crossover,3
Nothing Feels Better,2:38,Pink Sweat$,Pink Moon,R&B/Soul,3
CROWDED,3:13,Raissa,HEROGIRL - EP,Pop,3
Every Turn,3:36,RHODES,I'm Not Ok - EP,Pop,3
"The Skye Boat Song (From ""Outlander"")",3:57,Royal Philharmonic Orchestra,Boxsets and Chill,Classical Crossover,3
Baby Don't Leave,2:42,Sally Boy,Lies I Tell Myself,Pop,3
All My Loving (Acoustic),2:59,Sam Fischer,All My Loving (Acoustic) - Single,Pop,3
Higher (Stripped),3:33,The Score,ATLAS (Deluxe),Alternative,3
The Hypostatic Union,4:48,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,3
Worship God (feat. Wes Pendleton),4:30,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,3
Nothing but the Blood (feat. Eric Mccallister),3:55,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,3
"August 21, 2017: Total Solar Eclipse",2:40,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,3
"August 12, 2018: Perseid Meteor Shower",2:01,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,3
"October 30, 2018: Kepler - Goodnight",2:53,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,3
"December 17, 2018: Farout",3:10,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,3
"February 13, 2019: Opportunity - Mission Complete",3:16,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,3
"January 30, 2020: Spitzer - Final Voyage",2:54,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,3
On and On,3:40,Talos,Far Out Dust,Alternative,3
Paper Planes,3:20,Tom Misch & Carmody,Out to Sea - EP,Alternative,3
What Kinda Music,3:50,Tom Misch & Yussef Dayes,What Kinda Music,Alternative,3
Colour In The Ordinary,3:04,Tors,Colour In The Ordinary - Single,Folk,3
Shy Away,2:55,twenty one pilots,Scaled And Icy,Alternative,3
Animal Spirits,3:11,Vulfpeck,The Beautiful Game,Funk,3
"Running Away (feat. Joey Dosik, David T. Walker & James Gadson)",4:32,Vulfpeck,Mr Finish Line,Funk,3
Window,4:18,Will Reagan,Vacancy,Alternative,3
Spirit and Soul,4:54,Will Reagan,Vacancy,Alternative,3
Stretch,4:42,Will Reagan,Vacancy,Alternative,3
Let You Go,4:07,Will Reagan & United Pursuit,Tell All My Friends,Christian,3
Lay It All Down,5:52,Will Reagan & United Pursuit,Tell All My Friends,Christian,3
Nothing Without You,4:42,Will Reagan & United Pursuit,Tell All My Friends,Christian,3
La Nave del Olvide,4:02,Yasmin Levy,Libertad (Bonus Track Version),Worldwide,3
Tonight,3:59,Young the Giant,American Bollywood,Alternative,3
My Body,4:04,Young the Giant,Young the Giant (Special Edition),Alternative,3
Typhoon (Bonus Track),4:13,Young the Giant,Young the Giant (Special Edition),Alternative,3
Endless Sympathy,3:55,Younger Hunger,Crying in the Pit,Indie Pop,3
Thunderstruck,3:42,2CELLOS,Celloverse,Classical,3
Shape of My Heart,4:36,2CELLOS,Celloverse,Classical,3
Wake Me Up,4:09,2CELLOS,Celloverse,Classical,3
Street Spirit (Fade Out),4:40,2CELLOS,Celloverse,Classical,3
Fake Nice,3:24,The Aces,When My Heart Felt Volcanic,Alternative,2
Strong Enough,3:48,The Aces,When My Heart Felt Volcanic,Alternative,2
Waiting for You,4:17,The Aces,When My Heart Felt Volcanic,Alternative,2
Impazzivo per te,1:59,Adriano Celentano,Italian Vintage Collection (The Best of Italian Songs),Rock & Roll,2
Bells Variation,2:59,Alban Claudin,Bells Variation - Single,Classical Crossover,2
You're a Liar,2:46,Alfie Templeman,Mellow Moon,Pop,2
Leaving Today,4:13,Alfie Templeman,Mellow Moon,Pop,2
Mellow Moon,3:32,Alfie Templeman,Mellow Moon,Pop,2
Just Below The Above,3:14,Alfie Templeman,Mellow Moon,Pop,2
Liar,4:08,Antoine Bradford,Even in the Dark - EP,Christian,2
How Many Times,3:52,Antoine Bradford,Light Will Find You,R&B/Soul,2
1 Last Cigarette,3:06,The Band CAMINO,1 Last Cigarette - Single,Alternative,2
Heads and Tails,3:47,BANNERS,Where the Shadow Ends,Alternative,2
Divide,3:52,Bastille,Doom Days (This Got Out of Hand Edition),Alternative,2
Nocturnal Creatures,3:52,Bastille,Doom Days (This Got Out of Hand Edition),Alternative,2
Joy,3:12,Bastille,Doom Days (This Got Out of Hand Edition),Alternative,2
Million Pieces (feat. The Chamber Orchestra of London),4:44,Bastille,Roots Of ReOrchestrated - EP,Alternative,2
Things We Lost In The Fire (Abbey Road Sessions),4:02,Bastille,Roots Of ReOrchestrated - EP,Alternative,2
"Good Grief (Live From Capitol Studios, Los Angeles)",3:32,Bastille,Roots Of ReOrchestrated - EP,Alternative,2
New Ways,3:51,Bear's Den,Blue Hours,Indie Rock,2
Gratitude,4:24,Bear's Den,Blue Hours,Indie Rock,2
On Your Side,4:56,Bear's Den,Blue Hours,Indie Rock,2
Fire,4:06,Black Pumas,Black Pumas,R&B/Soul,2
"10,000 Emerald Pools",2:55,BØRNS,Dopamine,Alternative,2
Electric Love,3:38,BØRNS,Dopamine,Alternative,2
American Money,4:21,BØRNS,Dopamine,Alternative,2
